id,acceloX,acceloY,acceloZ,userAcceloX,userAcceloY,userAcceloZ,gyroX,gyroY,gyroZ,lightSensor,locked
2020-11-14 22:18:31.510956,-2.109356164932251,2.882706880569458,9.466962814331055,0.21818579733371735,0.5370317697525024,0.20329228043556213,-0.7113243341445923,-0.41999292373657227,0.33963966369628906,8,0
2020-11-14 22:18:31.558048,-2.109356164932251,2.882706880569458,9.466962814331055,0.6763347387313843,0.7764909863471985,0.463520884513855,-0.7113243341445923,-0.41999292373657227,0.33963966369628906,8,0
2020-11-14 22:18:31.558393,-2.109356164932251,2.882706880569458,9.466962814331055,0.6763347387313843,0.7764909863471985,0.463520884513855,-1.693299651145935,-1.8696794509887695,0.4404458999633789,8,0
2020-11-14 22:18:31.558616,-3.510006904602051,1.8842942714691162,9.316123008728027,0.6763347387313843,0.7764909863471985,0.463520884513855,-1.693299651145935,-1.8696794509887695,0.4404458999633789,8,0
2020-11-14 22:18:31.669076,-3.510006904602051,1.8842942714691162,9.316123008728027,0.6763347387313843,0.7764909863471985,0.463520884513855,-1.693299651145935,-1.8696794509887695,0.4404458999633789,7,0
2020-11-14 22:18:31.710550,-3.510006904602051,1.8842942714691162,9.316123008728027,-0.03349068760871887,-0.2967992424964905,-0.6177105903625488,-1.693299651145935,-1.8696794509887695,0.4404458999633789,7,0
2020-11-14 22:18:31.712363,-3.510006904602051,1.8842942714691162,9.316123008728027,-0.03349068760871887,-0.2967992424964905,-0.6177105903625488,-0.6732697486877441,-1.3082828521728516,0.8528547286987305,7,0
2020-11-14 22:18:31.713717,-3.6177492141723633,2.8443984985351562,9.234718322753906,-0.03349068760871887,-0.2967992424964905,-0.6177105903625488,-0.6732697486877441,-1.3082828521728516,0.8528547286987305,7,0
2020-11-14 22:18:31.847939,-3.6177492141723633,2.8443984985351562,9.234718322753906,-0.03349068760871887,-0.2967992424964905,-0.6177105903625488,-0.6732697486877441,-1.3082828521728516,0.8528547286987305,5,0
2020-11-14 22:18:31.888940,-3.6177492141723633,2.8443984985351562,9.234718322753906,-0.41833579540252686,0.17601042985916138,0.23444640636444092,-0.6732697486877441,-1.3082828521728516,0.8528547286987305,5,0
2020-11-14 22:18:31.890227,-3.6177492141723633,2.8443984985351562,9.234718322753906,-0.41833579540252686,0.17601042985916138,0.23444640636444092,-1.5330424308776855,-1.1967556476593018,-0.4363584518432617,5,0
2020-11-14 22:18:31.890965,-4.642498970031738,3.2346651554107666,7.740690231323242,-0.41833579540252686,0.17601042985916138,0.23444640636444092,-1.5330424308776855,-1.1967556476593018,-0.4363584518432617,5,0
2020-11-14 22:18:31.909449,-4.642498970031738,3.2346651554107666,7.740690231323242,-0.41833579540252686,0.17601042985916138,0.23444640636444092,-1.5330424308776855,-1.1967556476593018,-0.4363584518432617,5,0
2020-11-14 22:18:32.075538,-4.642498970031738,3.2346651554107666,7.740690231323242,0.8479878306388855,-2.37190842628479,-0.4918723702430725,-1.5330424308776855,-1.1967556476593018,-0.4363584518432617,5,0
2020-11-14 22:18:32.079299,-4.642498970031738,3.2346651554107666,7.740690231323242,0.8479878306388855,-2.37190842628479,-0.4918723702430725,0.531312108039856,0.007493019104003906,0.09633922576904297,5,0
2020-11-14 22:18:32.082161,-1.1348862648010254,4.788549423217773,8.494887351989746,0.8479878306388855,-2.37190842628479,-0.4918723702430725,0.531312108039856,0.007493019104003906,0.09633922576904297,5,0
2020-11-14 22:18:32.090566,-1.1348862648010254,4.788549423217773,8.494887351989746,0.8479878306388855,-2.37190842628479,-0.4918723702430725,0.531312108039856,0.007493019104003906,0.09633922576904297,7,0
2020-11-14 22:18:32.253109,-1.1348862648010254,4.788549423217773,8.494887351989746,0.4924643039703369,-0.7341787815093994,0.22711603343486786,0.531312108039856,0.007493019104003906,0.09633922576904297,7,0
